COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
426377;Adriana Marcela  Vega| Escobar;Modelo de Gestión de Energía Eléctrica Domiciliaria: Propuesta Preliminar;2015;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
426377;Adriana Marcela  Vega| Escobar;Internet de los objetos empleando Arduino para la gestión eléctrica domiciliaria;2014;Colombia;Revista Escuela De Administración De Negocios;Escuela De Administracion De Negocios Ean;0120-8160               
426377;Adriana Marcela  Vega| Escobar;IP remote control system for a lighting output;2017;Colombia;INGENIERIA Y UNIVERSIDAD;Pontificia Universidad Javeriana;0123-2126               
426377;Adriana Marcela  Vega| Escobar;Distributed electrical resources with micro hydroelectric power plants in Colombia ¿ Study case;2021;;ENERGY REPORTS;Elsevier;2352-4847               
426377;Adriana Marcela  Vega| Escobar;Energy demand projection based on consumption habits in the residential sector;2019;;ENERGY EFFICIENCY;Springer Netherlands;1570-646X               
426377;Adriana Marcela  Vega| Escobar;Active demand side managementn strategies focused on the residential sector;2020;;ELECTRICITY JOURNAL;Elsevier Inc;1040-6190               
426377;Adriana Marcela  Vega| Escobar;MODELO WEB SEMÁNTICO PARA CONTACTAR DIGITALMENTE A GRUPOS MUSICALES EN LA CIUDAD DE BOGOTÁ, COLOMBIA;2020;;Revista Colombiana De Tecnologías De Avanzada;Java Eu;1692-7257               
426377;Adriana Marcela  Vega| Escobar;Aspectos fundamentales para la enseñanza de programación básica en ingeniería;2010;Colombia;Avances En Sistemas E Informática;Universidad Nacional De Colombia Sede Medellin;1657-7663               
426377;Adriana Marcela  Vega| Escobar;Efficient home energy management based on incentives of the Colombian law 1715/2014;2016;Colombia;INGENIERIA Y UNIVERSIDAD;Pontificia Universidad Javeriana;0123-2126               
426377;Adriana Marcela  Vega| Escobar;DETERMINATION OF UNCERTAINTY IN MEASURING INSTRUMENTS IN ELECTRICAL ENGINEERING PROGRAMS;2019;;TecnoLógicas;Instituto Tecnológico Metropolitano;2256-5337               
426377;Adriana Marcela  Vega| Escobar;Structural Geometric Design on Parabolic Trough Collector with Distributed Load and Several Rotations in Solar Tracking;2020;;INTERNATIONAL REVIEW ON MODELLING AND SIMULATIONS;Praise Worthy Prize Srl;1974-9821               
426377;Adriana Marcela  Vega| Escobar;Sistemas de Información como una Estrategia de Desarrollo, Crecimiento y Competitividad. de las Pequeñas y Medianas Empresas del Sector Servicios de Vigilancia en Bogotá D.C;2008;Colombia;Avances En Sistemas E Informática;Universidad Nacional De Colombia Sede Medellin;1657-7663               
426377;Adriana Marcela  Vega| Escobar;Measurement system prototype for a residential electric installation with variable topology;2015;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
426377;Adriana Marcela  Vega| Escobar;Voltage Quality in Distribution Systems for Smart Cities Using Energy Internet;2018;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
426377;Adriana Marcela  Vega| Escobar;Methodology for Teaching Electronic Instrumentation with Embedded Systems;2017;China;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
426377;Adriana Marcela  Vega| Escobar;Propuesta para crear una empresa bajo modelo de distribución de software como servicio;2017;Colombia;Tecnológia, Investigación Y Academia Tia;Publicaciones Universidad Distrital Francisco Jose De Caldas;2344-8288               
426377;Adriana Marcela  Vega| Escobar;Energy Resource Management Integrating Generation, Load Control and Change in Consumption Habits at the Residential Level;2018;Estados Unidos;INTERNATIONAL JOURNAL OF RENEWABLE ENERGY RESEARCH;International Journal of Renewable Energy Research;1309-0127               
1174088;Nelson Enrique Vera Parra;Design and implementation of a panel type antenna;2014;India;GOLDEN RESEARCH THOUGHTS;;2231-5063               
1174088;Nelson Enrique Vera Parra;Performance Assessment by Stages of Main Genomic De-Novo Assemblers Based Upon De Bruijn Graphs;2015;China;LIFE SCIENCE JOURNAL;Zhengzhou University;1097-8135               
1174088;Nelson Enrique Vera Parra;Implementation Proposal of an IMS-Based IPTV System over an IPv6/MPLS Network Using Open Source Software;2014;China;LIFE SCIENCE JOURNAL;Zhengzhou University;1097-8135               
1174088;Nelson Enrique Vera Parra;Performance Measurement of Mobile Data Networks;2015;Australia;AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES;INSInet Publications;1991-8178               
1174088;Nelson Enrique Vera Parra;The immunotranscriptome of the Caribbean reef-building coral Pseudodiploria strigosa;2015;Alemania;IMMUNOGENETICS;Springer;0093-7711               
1174088;Nelson Enrique Vera Parra;Análisis del Funcionamiento del Algoritmo de Balanceo de Carga LCM en Redes de Conmutación de Etiquetas Multiprotocolo Generalizado (GMPLS);2015;Colombia;INFORMACION TECNOLOGICA;Centro de información tecnológica;0718-0764               
1174088;Nelson Enrique Vera Parra;Performance assessment for main stages in genomic and transcriptomic data processing based upon reads from illumina sequencing technologies;2015;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1174088;Nelson Enrique Vera Parra;Modelo test-bed de simulación y evaluación de criptografía de curva elíptica en redes IPv6 de próxima generación;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1174088;Nelson Enrique Vera Parra;Optimización del preprocesamiento de lecturas de secuenciación de nueva generación;2014;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1174088;Nelson Enrique Vera Parra;Least Square Support Vector Machine Classifier vs a Logistic Regression Classifier on the Recognition of Numeric Digits;2013;Colombia;TecnoLógicas;Instituto Tecnológico Metropolitano;0123-7799               
1174088;Nelson Enrique Vera Parra;Diseño e implementación de un banco de carga monofásico para pruebas de carga en sistemas de alimentación ininterrumpidas monofásicas con capacidades entre 1 y 2 KVA;2013;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1174088;Nelson Enrique Vera Parra;Diseño y evaluación de un clasificador de texturas basado en LS-SVM;2013;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1174088;Nelson Enrique Vera Parra;Incident forecasting model for motorcycle driving based on IoT and artificial intelligence;2021;;INDONESIAN JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCE;Institute of Advanced Engineering and Science IAES;2502-4752               
1174088;Nelson Enrique Vera Parra;Heterogeneous Processing for Estimating the Parameters of a Binary Logistic Regression Model Using the Fisher Scoring Algorithm;2021;;IAENG INTERNATIONAL JOURNAL OF COMPUTER SCIENCE;International Association of Engineers;1819-9224               
1174088;Nelson Enrique Vera Parra;Proyecto piloto URE: Diagnóstico de la sede Caldas de la Fundación Universitaria los Libertadores;2010;Colombia;Coningenio;Fundación Universitaria Los Libertadores;1909-9142               
1174088;Nelson Enrique Vera Parra;Modelo para una red hibrida óptica inalámbrica;2012;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1174088;Nelson Enrique Vera Parra;Predicción de proteínas con redes neuronales: redes feedforward Vs redes recurrentes;2008;Colombia;REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA;;0121-1129               
1174088;Nelson Enrique Vera Parra;Diagnóstico de la iluminación de la sede Caldas de la Universidad los Libertadores;2010;Colombia;Revista Perfiles Libertadores;Fundación Universitaria Los Libertadores;0124-3748               
1174088;Nelson Enrique Vera Parra;Power Line Communications: viabilidad técnico - económica en Colombia;2010;Colombia;Coningenio;Fundación Universitaria Los Libertadores;1909-9142               
1174088;Nelson Enrique Vera Parra;Análisis de la migración de equipamiento usado por proveedores de televisión digital terrestre ¿TDT¿ en Colombia.;2012;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1174088;Nelson Enrique Vera Parra;Fusión de imágenes satelitales usando la transformada de Brovey y enriquecimiento espectral sobre computación heterogénea CPU/GPU;2021;Colombia;Revista Investigación E Innovación En Ingenieria;Ediciones Universidad Simón Bolívar;2344-8652               
1174088;Nelson Enrique Vera Parra;Comparison of process planning algorithms in order to determine their effectiveness in an operating system through a web simulation;2016;India;INTERNATIONAL JOURNAL OF ENGINEERING AND TECHNOLOGY;Engg Journals Publications;2319-8613               
1174088;Nelson Enrique Vera Parra;Computational Performance Assessment Of Minimizers Uses In Counting K-Mers;2016;Australia;AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES;INSInet Publications;1991-8178               
1174088;Nelson Enrique Vera Parra;Automatic construction and graph-making of functional domain architectures;2016;Jordania;ADVANCES IN NATURAL AND APPLIED SCIENCES;AmericanEurasian Network for Scientific Information;1995-0772               
1174088;Nelson Enrique Vera Parra;HETEROGENEOUS COMPUTING TO ACCELERATE THE SEARCH OF SUPER K-MERS BASED ON MINIMIZERS;2020;;INTERNATIONAL JOURNAL OF COMPUTING;Research Institute of Intelligent Computer Systems;2312-5381               
1174088;Nelson Enrique Vera Parra;Training and Prediction of PUs Applying RNAs in Wireless Cognitive Radio Networks;2019;;INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH AND TECHNOLOGY;International Research Publication House;0974-3154               
1174088;Nelson Enrique Vera Parra;Draft Proposal Establishing the Relationship between Involvement and Leadership Styles, to Retain Human Talent in Tourism SMES of the Department of Boyacá - Colombia;2019;;INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH AND TECHNOLOGY;International Research Publication House;0974-3154               
1174088;Nelson Enrique Vera Parra;Modeling and prediction primary nodes in wireless networks of cognitive radio using recurrent neural networks;2018;;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1314-7641               
1174088;Nelson Enrique Vera Parra;Automatic Data Analytics for Twitter Social Network;2020;;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2207-6360               
1174088;Nelson Enrique Vera Parra;Analog and Digital Sensor Test System using a PSoC5LP;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1174088;Nelson Enrique Vera Parra;Conversion and Transfer of Audio via USB using a PSoC5LP;2020;Australia;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2207-6360               
1174088;Nelson Enrique Vera Parra;Low-Cost Digital Equalizer using DMA and Digital Filters with PSoC5LP;2020;Australia;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2207-6360               
1174088;Nelson Enrique Vera Parra;Web environment for the design, implementation, training, evaluation and analysis of convolutional neural network models;2020;;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2207-6360               
1174088;Nelson Enrique Vera Parra;Sallfus, Library for Satellite Images Fusion on Homogeneous and Heterogeneous Computing architectures;2020;;IEEE LATIN AMERICA TRANSACTIONS;Ieee Computer Society;1548-0992               
1174088;Nelson Enrique Vera Parra;Implementación y evaluación de la fusión de imágenes usando Google Earth Engine y Matlab con imágenes Landsat 8;2021;;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
1174088;Nelson Enrique Vera Parra;MACHINE LEARNING APPLIED TO NETWORKING;2020;;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
1174088;Nelson Enrique Vera Parra;Sistemas de comunicación por la red eléctrica;2004;Colombia;Ingeniería Y Región;Editorial Universidad Surcolombiana;1657-6985               
1174088;Nelson Enrique Vera Parra;Analysis of the IEEE 802.20 norm as the standard for developing new wireless technologies;2015;Colombia;INTERNATIONAL JOURNAL OF ENGINEERING AND TECHNOLOGY;Engg Journals Publications;0975-4024               
1174088;Nelson Enrique Vera Parra;Computational Performance Assessment of k-mer Counting Algorithms;2016;Estados Unidos;JOURNAL OF COMPUTATIONAL BIOLOGY;Mary Ann Liebert, Inc;1557-8666               
1174088;Nelson Enrique Vera Parra;Algorithm and software base don MLPNN for estimating channel use in the spectral decision stage in cognitive radio networks;2018;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1174088;Nelson Enrique Vera Parra;Primary user characterization for cognitive radio wireless networks using Long Short-Term Memory.;2018;Estados Unidos;INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS;Sage Publications Inc;1550-1477               
1174088;Nelson Enrique Vera Parra;Performance evaluation of routing protocols in dense mode as multicast transmission technologies in networks.;2014;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1174088;Nelson Enrique Vera Parra;Automation of functional annotation of genomes and transcriptomes;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1174088;Nelson Enrique Vera Parra;Wavelet Daubechies transform assessmen for worlView 2 images fusion;2017;Estados Unidos;JOURNAL OF COMPUTERS;Academy Publisher;1796-203X               
1174088;Nelson Enrique Vera Parra;Structuring and implementing a customer service center for telecommunications SMEs in Colombia.;2017;Colombia;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1174088;Nelson Enrique Vera Parra;Analysis of multilayer neuronal networks modeling and long short-term memory;2017;Colombia;INTERNATIONAL JOURNAL OF ENGINEERING AND TECHNOLOGY;Engg Journals Publications;0975-4024               
1174088;Nelson Enrique Vera Parra;Model for Matlab simulation of the spectral decision stage in wireless cognitive radio networks.;2017;Colombia;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
